,id,date,time,username,name,tweet,Valor,replies_count,retweets_count,likes_count
1923,1.38E+18,4/10/2021,15:35:27,angelarellano,Ángel Arellano,"Importante: desempleo de la diáspora venezolana (a 2018): 6% en USA, 40% en España, 26% en Chile, 14,4% en Colombia y 6,1% en Perú. Sin embargo, está migración ha contribuido de forma valiosa a la economía de sus países receptores, en buena medida por su calificación profesional.",0,2,4,3
1924,1.38E+18,4/10/2021,15:32:57,maybel65,Maybel Sofia,Es positivo que llegue el Ministro de Defensa a ver la situación humanitaria en Arauquita pero eso no es de ahora...Colombia apoya el Bloqueo a Venezuela pues entonces mientras siga en eso sufrirá la consecuencias con la migración,-0.5,0,0,0
1925,1.38E+18,4/10/2021,15:06:21,henryjpume,Henry Puello Mercado,"@PinedaRuizBog @PoliciaBogota La migración venezolana se ha convertido en un problema para las autoridades colombianas, pero no es haciéndole la guerra al regimen vecino como se logra la solución. Las autoridades civiles y policiales les quedo grande l",-0.5,1,3,13
1926,1.38E+18,4/10/2021,14:38:09,jchumania,josue chumania,@Vivi_GuevaraV @MashiRafael Migracion por feriado bancario... un año de .1999 al 2000.. migracion venezolana.. desde el 2013 hasta la fecha y su PIB sigue bajando... tipico no ver cifras de parte de los adoctrinados,-0.5,0,0,1
1927,1.38E+18,4/10/2021,13:53:57,stefanny99,Runaway girl,"Hasta que, ya con la crisis de Venezuela encima y la migración masiva de la gente queriendo sobrevivir y escapar del régimen de Maduro, le preguntaron cuál era su opinión y posición (al ser un partido que sigue bajo teórica la ideología)",-0.5,1,0,0
1928,1.38E+18,4/10/2021,12:45:16,covri_org,COVRI,"Esto también explica por qué varios candidatos han recurrido a la retórica populista salpicada de xenofobia... Al menos 8 (Lescano,Salaverry, Forsyth, López Aliaga,Beingolea Delgado, Santos Normand, Mendoza Firsch y de Soto) han incluido la migración venezolana en sus propuestas",-0.25,1,0,0
1929,1.38E+18,4/10/2021,12:38:25,papalusa_v,Virgen del panecillo giratoria,"@GuayasaminLuis @MoniVelasquezV @AnderssonBoscan Ha que bueno , jaja nos jodieron el país, hubo migración , desempleo , caos , suicidios , gente empobrecida  pero que bueno que no llegamos al nivel de Venezuela uffff que alivio 😜🤣",0.25,0,0,0
1930,1.38E+18,4/10/2021,12:14:44,moraluis83,Luis E. Mora. M,"@dald96 6 millones de desplazados en Venezuela, migración forzada.",-0.5,0,0,0
1931,1.38E+18,4/10/2021,12:00:03,amano4421210,Aea mano,@GianlucaAL27 Lo más práctico es permitir más migración venezolana a condicion que solo se establezca en el sur ;v,-0.25,0,0,0
1932,1.38E+18,4/10/2021,10:50:27,chileplutocrata,Punto De Vista #🇨🇱,"@Marchelovic @madrid_vox @vox_es @monasterioR No busco trabajo, es raro ver que la migración de América Latina viene principalmente de los gobiernos de izquierda. Entones según tu comentario tu temor es que gobiernos Capitalista no te reciban cuando ar",0,1,0,1
1933,1.38E+18,4/10/2021,10:23:37,argon1511,Luis González V.,"@Caperucitax En Venezuela puntualmente obedece a un manual, como lo fue la migración. En la medida en que tu tengas un país sin capacitación, preparación profesional, méritos, será más fácil ofrecer menos sin resistencia. Son las consecuencias de ",-0.5,0,0,1
1934,1.38E+18,4/10/2021,8:56:56,raphhill,Rafael Cuesta A 🇪🇨🇪🇸,"“Migración Venezolana sin solución. Han migrado más de 5,400.000 personas de 2015 a 2020 por la crisis económica,social y “ El Universo. El “progresismo” de Maduro ha creado el empobrecimiento de decenas de millones de habitantes que buscan sobrevivir en otros países.",-0.75,7,95,153
1935,1.38E+18,4/10/2021,8:28:09,ivammaru,CrisXtian,@bbcmundo Primero que se recupere Venezuela y luego Cuba. Latinoamérica ya está cansada de cargar con los daños colaterales del socialismo arcaico: la migración.,-0.5,0,0,0
1936,1.38E+18,4/10/2021,8:19:36,nigerbladimir,bladimir martinez,"@leopoldolopez #10abril #sucesos #venezuela #migración, Dios bendiga a este policía y multiplique todas sus ganancias y proteja a su familia, igual a este par de personas que buscan una mejor calidad de vida.@SoyNuevaPrensa",-0.25,1,1,2
1937,1.38E+18,4/10/2021,7:17:55,laupatab,Laura Patricia,"@hgs1zgdr14 @oscarabp @AerolineasE @Defensoria_Peru El problema no es q sean extranjeros, porq si está situación se le permite a una aerolínea le puede suceder hasta a los mismos nacionales, ya ha pasado en México,  Venezuela y Argentina, dónde nacio",-0.25,0,0,0
1938,1.38E+18,4/10/2021,6:34:23,gustavo75922148,CORREISTAS SIN FRONTERAS,"@LassoGuillermo No es la migración venezolana, es la migración con destino a ninguna parte que inaugura LASSO ahora en canoas.",0,0,1,1
1939,1.38E+18,4/9/2021,23:47:27,alhuiless,Sara 🌙,"se dan cuenta que en venezuela el fenómeno del noviazgo se volvió una cosa rarísima? la gente simplemente se arrejunta pero casi nunca se establecen ni proyectan vida juntos consecuencia de la migración en masa me imagino, me parece tristísimo",-0.5,2,21,53
1940,1.38E+18,4/9/2021,23:44:24,zeltik1,JHOAN SEBASTIÁN,"@mluciaramirez Decir que las problemáticas en los países son culpa de la migración venezolana,me demuestra la basura de ser que es usted. Ustedes juegan con la necesidad de la gente; por primera vez acepte que les quedo grande gobernar para el pueblo y",-0.25,0,2,3
1941,1.38E+18,4/9/2021,23:19:31,chabelamontero,maria isabel montero,"@EmbajadaVE_Col @CancilleriaCol Canciller y cuántas muertes, y cuánta destrucción y cuánta migración más tiene que soportar el pueblo venezolano para que se adopten medidas concretas y contundentes contra este flagelo que azota a nuestro país, y qu",-0.75,0,0,0
1942,1.38E+18,4/9/2021,22:40:57,luis83592892,Luis,"@PaoPRPR Muchos ya lo hicieron cuando pedro delgado decretó el feriado bancario, aprobado por puig y Jamil. Que mal dato desear la migración esperemos que no te toque a ti cuando no haya trabajo ni comida y te está tocando la puerta con tanto venezolan",-0.25,0,0,1
1943,1.38E+18,4/9/2021,22:02:22,sedamal,Sergio Masin,"@_Susibel_ @BerroteranSofia @Naky Veneco, años atras  antes de la migracion significaba ""venezolano Coño e madre-"" y claro esta que era un insulto.",0,0,0,1
1944,1.38E+18,4/9/2021,21:30:50,victormangag,Victor M. García A,"@n_valla1 @LassoSX No no, dije que algunas personas SI asocian la migración venezolana con el correismo.",0,1,0,0
1945,1.38E+18,4/9/2021,21:22:14,n_valla1,Red 🦚,@VictorManGAG @LassoSX Pero usted dice que no asocia la migración venezolana con el correismo ?,0,1,0,0
1946,1.38E+18,4/9/2021,21:14:21,victormangag,Victor M. García A,"@cbueno129 @LassoSX ...2/2 tú verdad no tiene que ser la forma de pensar del resto. Yo no juzgo hechos, digo interpretaciones y yo conozco gente que asocia al correismo con migración venezolana y otra gente que cree que Lasso es responsable del feriado ",0,1,0,0
1947,1.38E+18,4/9/2021,21:08:13,cbueno129,carlos Bueno E,"@VictorManGAG @LassoSX Te contesto. Decir que el feriado fue la causa de la migración es verdad. La gente q culpa de eso a Lasso o lo insinúa miente. Decir que la migración Venezolana se ""ASOCIA"" al sistema Correista es Mentira. Porq todos sabemos que ",0,1,0,1
1948,1.38E+18,4/9/2021,20:53:27,cbueno129,carlos Bueno E,@VictorManGAG @LassoSX No te he insultado. Y he respondido en función a lo que dices. Hablaste de migración en Ecuador por el feriado pero no reconoces q la migración Venezolana es producto de un sistema apoyado por correa. Clarito está.,0,1,0,0
1949,1.38E+18,4/9/2021,20:42:51,cbueno129,carlos Bueno E,@VictorManGAG @LassoSX La criminal migración de Venezuela es causada por un criminal con el mismo pensamiento del prófugo correa el mismo que además es amigo y defensor de ese criminal. No mientas otra vez.,-0.75,1,0,0
1950,1.38E+18,4/9/2021,20:38:46,ivansarm,william sarmiento,"La familia venezolana no merece seguir desmembrandose, primero por la migración forzada de algunos de sus miembros para poder sobrevivir, porque el régimen destruyó el País, y ahora por la muerte por COVID de los familiares que quedamos en la patria  #UrgenVacunasParaVzla",-0.75,0,6,9
1951,1.38E+18,4/9/2021,19:49:38,victormangag,Victor M. García A,@LassoSX La más grande ola de migración producida en este país fue en el feriado bancario. Y lamentablemente producto de la campaña sucia eso está posicionado en la mente de algunas personas asi como en la mente de otras se asocia al correismo con la,0,6,1,3
1952,1.38E+18,4/9/2021,19:49:13,gtag_venezuela,GTAG Venezuela,"Fronteras permeables: una migración que no se detiene, Caso Venezuela. Presentado por la Doctoranda en Geografía Humana por la Universidad Federal de Río de Janeiro. Madison González. #GeoNight #GeoNight2021",0,0,1,1
1953,1.38E+18,4/9/2021,19:48:52,walter27985520,luis,@AlcaldiaEnv @braulioEMarquez Y que espera migración Colombia para sacarlos de el país del que no tenga papeles envigado está lleno de mendicidad venezolana tanto de espacio público era para que el parque y sus alrededores no tuviera ni uno,-0.25,0,0,1
1954,1.38E+18,4/9/2021,17:55:01,verdadyduele,LaFlojera 🇵🇪 💚,@CiudadanoCae Arrecho molesto o arrecho arrecho? Con la migración venezolana ya una no sabe 🙄,-1,0,0,1
1955,1.38E+18,4/9/2021,15:12:57,juandrsa,perrosindueño,"@CarlosVerareal La campaña del miedo? Kajajajajaja venezuela, dolarizacion, migracion, dictadura, autoritarismo.. Eso no es campaña del miedo??? 🤣🤣🤣🤣🤣",-0.75,0,1,18
1956,1.38E+18,4/9/2021,13:59:13,danelgore,Daniel Valdivieso,"Aqui analizando la migracion venezolana y somos de pana la peor comunidad migrante, somos depredadores, no soy asi pero me incluyo porque tengo pasaporte venezolano",-1,2,0,2
1957,1.38E+18,4/9/2021,13:52:29,oscaralej51,Oscar Alej,"@Maurobb @Feramosa Qué idiotez. Los cucos les impiden pensar. Cuando ocurrió el feriado bancario hubo mayor migración, desempleo y dolor que el que hay en Venezuela. Mahuad, Lasso y sus acólitos arruinaron el país. Ahora Moreno y Lasso lo hicieron de",-0.75,0,0,0
1958,1.38E+18,4/9/2021,13:39:57,hectord45339518,Liberty,"@enterocoliticas @vptlr Si que lo es, la única diferencia es que a Venezuela llegaron mas portugueses. De resto la migración europea a ambos países fue la misma.",0,0,0,1
1959,1.38E+18,4/9/2021,12:32:30,artur0franc0_,Arturo Franco,Leí a un deficiente mental decir que votemos bien que no quiere migrar del país. A que migración se referirá? A la venezolana por Maduro o a la ecuatoriana por Lasso?,0,0,0,0
1960,1.38E+18,4/9/2021,11:52:14,tomasguanipa,Tomás Guanipa,En nombre del pueblo de Venezuela ¡Gracias @Poligran ! Estas acciones apuntan a la integración y a colocar a la migración en el foco de palanca para el desarrollo,0.5,2,11,14
1961,1.38E+18,4/9/2021,9:32:29,marcoscerdacar1,Marcos Cerda Carrasco,@Kevinruiz04 Las refugiadas no son colombianas? Las migrantes me imagino que son venezolanas? Y bueno las colombianas........ Migración interna? O desde Venezuela?,0,1,0,0
1962,1.38E+18,4/9/2021,8:41:18,simonpercusion,Rafael Bolivar,El FMI proyecta  contracción de 10 puntos e inflación de 5.500 %. A la tirania Cubana que asesora a la Venezolana le interesa la migración y desolación de Venezuela . De allí la indiferencia a la crisis económica que azota al país . Sálvese quien pueda,0,0,2,3
1963,1.38E+18,4/9/2021,8:40:28,dan_vga,Darwin Vega,"@MashiRafael  La prensa corrupta mitificado la migración por el feriado bancario . Llaman ""migración por mejores días "" claro sin omitir decir crisis venezolana.",-0.5,0,0,0
1964,1.38E+18,4/9/2021,7:27:43,barranca2021,RAMBO COLOMBIANO,"@vanguardiacom Sacar al ejército y apoyar a la policía para patrullar las calles de bucaramanga,suspender el parrillero,retenes de control instalar más cámaras de seguridad,migración deportar todo venezolano que esté en los semáforos y deambulando ",-0.5,0,0,1
1965,1.38E+18,4/9/2021,7:16:50,victorbottini,Mr. Vιc ☢,Coñoesumadre JAJAJA ando en migración de nuevo y tengo un viejo maracucho escandaloso alante y un gringo atrás y diciendo vainas al gringo como si fuera venezolano el y el gringo así 🥴,-0.5,1,0,2
1966,1.38E+18,4/8/2021,23:21:50,elineptopetro,Realista,"@Linamolano24 Por otro lado, tenemos los ejemplos de Venezuela y el más reciente, Argentina, en solo dos años las mismas políticas progresistas que vende para Colombia Petrico, acabaron con la economía Argentina, hoy tienen súper inflación y pobreza",-0.5,1,0,0
1967,1.38E+18,4/8/2021,23:00:40,jonaran,John F. Naranjo R.,"@JulioBorges O sea, que ustedes lo que piensan es planear a largo plazo la migración venezolana, en lugar de buscar ese apoyo para expulsar a la tiranía del país para siempre. ¿Qué pasó con el Cese de la Usurpación? Son parte del problema",-0.25,0,0,0
1968,1.38E+18,4/8/2021,22:35:18,maribely_soler,solermaribely,@sukisaraaa @elespectador Hablando de estadísticas le invito a informarse de las de migración donde solo un 6% de la población venezolana se dedica a delinquir el resto de acá así que los buenos somos más y como hermanos debemos parar la xenofobia y,0.25,0,0,0
1969,1.38E+18,4/8/2021,21:53:25,marioxarias,Mario,"@BeaRodriguezTa Juguemos a Plaza Sesamo: q cosa tienen en común Cuba, Venezuela, Nicaragua, Argentina? Respuesta: pobreza, hambre, subdesarrollo, migración forzada y sobretodo...EL MISMO MODELO DE GOBIERNO QUE ARAUZ REPRESENTA!  Votante del NULO, merece",-0.5,0,0,0
1970,1.38E+18,4/8/2021,20:02:00,mariamechebd,MM,@juancdula @GenPenaloza Venezuela debe salir de este infierno. No entiendo porque no les ayudan. La migración es imparable y el miserable de Maduro sigue bien instalado en el poder.,-0.75,0,0,0
1971,1.38E+18,4/8/2021,19:55:56,ciudad360ve,Ciudad 360ve,"79.6% de los venezolanos en #Colombia presentan dificultades para generar ingresos, según estudio de Migración #Venezuela",-0.5,0,0,0
1972,1.38E+18,4/8/2021,18:55:54,cristabelse,Cristabel Cartaya,"Ayer fue el día de la salud, y salga tarde mi tuit, hay algunos datos de acceso a la salud y migración  venezolana que deberíamos resaltar cuando se habla de ello ( abro hilo) #DiaInternacionaldelaSalud",0,1,0,1
1973,1.38E+18,4/8/2021,18:39:15,poderpopular54,macalacachimbambe,"@ReporteYa @MigracionCol @VPITV claro q van a seguir las supuestas medidas de proteccion al venezolano , si ustedes mismos provocan esa migracion , llemada en el apure desplazados venezolanos , la idea es pedir dinero a la comunidad internacional y agredi",0,0,0,0
1974,1.38E+18,4/8/2021,18:09:19,jefferson_diaz,Jefferson Diaz :.,"Uno no debería tener que explicar esto, pero... el hecho de cuestionar a ambos candidatos a la presidencia de Ecuador, por sus comentarios inexactos y faltos de contexto sobre la migración venezolana: NO me hace correista, chavista o cualquier otro ""ista"".  Bájenle a su fanatismo",-0.25,0,0,3
1975,1.38E+18,4/8/2021,17:02:13,museociencias,Museo de Ciencias,#mvseo #biodiversidad #ejemplar #expedicion #expedicionfrancovenezolana #oricono #elata #amazonas #casiquiare #migracion #venezuela #ictiologia #fauna #peces #especie #colecciones #coleccionescientíficas,-0.25,0,0,0
1976,1.38E+18,4/8/2021,17:02:10,museociencias,Museo de Ciencias,"Y la expedición al Ventuari realizada en el año 1957, que tenía como objetivo principal investigar las vías de migración de las culturas amazónicas de Venezuela 🤓",0,1,0,0
1977,1.38E+18,4/8/2021,16:49:28,angel_ldu7,Angel 🇪🇨,El otro día un venezolano me contaba toda su historia de migración y todo lo que tuvo que sufrir por culpa del gobierno socialista de su país. Al final cuando le pregunté a quién apoya en las elecciones de Ecuador dijo que Arauz es la mejor opción. El chiste se cuenta solo.,-0.5,0,0,5
1978,1.38E+18,4/8/2021,16:32:27,alineagomez,Aline Gomez,"@fenaquiru @jdavidrey @g_quadri De nuevo, si el capitalismo NO funciona (el énfasis es suyo), entonces porque las balsas van de Cuba a Miami y la migración es de Venezuela hacia afuera, en vez de ser al revés o por lo menos no existir?",-0.25,0,0,0
1979,1.38E+18,4/8/2021,15:43:34,tostn1,Narciso Dupu,"@ElPitazoTV Si las Autoridades de Canada actuando de buena fe, deja que J. Borges &amp; Co administren esos fondos para la migración venezolana entregados por paises donantes, desen por enterados que, en un abrir y cerrar de ojos se desaparecen..Son unos",0,0,0,0
1980,1.38E+18,4/8/2021,15:36:31,guanjuaido,Guan Juaidó 👽,@Diegatxo @ELTIEMPO Estar pendiente de un problema de Venezuela que afecta a Colombia con migración de millones y disidencias es estar pendiente de Colombia ¿No le parece?,-0.5,1,0,0
1981,1.38E+18,4/8/2021,15:13:06,carmenf2589,Carmen Flores,"@Aaron85e @Barba_Negra_JP @jcperera La migración venezolana es la prueba de que vzla es el país que peor trata a los venezolanos, reafirma mi opinión y no es hablar mal, es una verdad. Aunque a usted no le guste y le duela. Punto.",-0.75,0,0,0
1982,1.38E+18,4/8/2021,15:07:49,aaron85e,Ajej,@carmenf2589 @Barba_Negra_JP @jcperera Si tú te ves reflejada en el chavismo o el coqui asumo que tienes una cercanía con ellos. Nadie duda de la migración venezolana o la he desmentido? Pones cosas en mi boca que no he dicho y me quieres acusar de eso,-0.5,3,1,0
1983,1.38E+18,4/8/2021,15:03:52,carmenf2589,Carmen Flores,"@Aaron85e @Barba_Negra_JP @jcperera Asumir que soy chavista o que soy ""Tomasa la peruana"" solo porque doy mi opinión basada en cifras oficiales de migración y dudar de que soy venezolana ¿No te parece también superioridad moral? O es que no tienes en ",-0.5,1,0,0
1984,1.38E+18,4/8/2021,14:34:52,kleberth123,Kleb,"@JorgeP38957702 @AlexRipley1998 @andreavb7 No conoces la migracion en America Latina? no sabes cuantos se van de Mexico, Centroamerica, Peru, Venezuela, Bolivia duante años? de Arg y Uruguay no se van por millones. Raro no?",-0.25,4,0,0
1985,1.38E+18,4/8/2021,13:58:57,macariobaron,Macario Baron,"@GabrielCalanche La mejor migración que puedes hacer es hacia Europa o EEUU, pero si no tienes esa opción igual sal cómo sea de ese país antes de que se te haga más difícil todo, sálvese quien pueda, latinoamérica es duro pero tiene mas oportunida",-0.75,0,0,0
1986,1.38E+18,4/8/2021,13:29:13,guanjuaido,Guan Juaidó 👽,"@mnirgg @ELTIEMPO Ya los civiles estamos perdiendo hace años, la migración venezolana, el refugio a terroristas en su país y las ganas de traer ese fallido modelo socialista como ejemplos",-0.5,0,0,3
1987,1.38E+18,4/8/2021,13:15:03,whinsec1,JESUS Paginas Libres,@canalN_ Asi dijo HUGO CHAVEZ... luego la crisis y la migracion venezolana....Areeeepa areeeepaaa,0,1,0,2
1988,1.38E+18,4/8/2021,12:26:57,maikeru9999,Michael Herrera,"@andi_kun85 @aleymar95 No se puede culpar a la economía pero si a la masiva migración de colombianos que llegaron a país, además ese modo operanti era de colombia no de Venezuela o Ecuador",-0.25,0,0,0
1989,1.38E+18,4/8/2021,12:24:18,soniabrotgonz,Sonia,@SORRENTINOXXL @tucansalvaje @ierrejon No he dicho nada de Venezuela. He dicho Ecuador y Bolivia en la época de Correa y Evo. En sus legislaturas hubo una mejora económica clarísima (los datos no engañan) y hubo retorno de migración de períodos ante,-0.5,2,0,0
1990,1.38E+18,4/8/2021,12:17:50,maurozerpa7,Mauro Zerpa,@juan_diaz12 Las ONG Los Políticos Corruptos Hoy Salió Julio Borge Notificando Habrá Una Reunió en Canadá Dónde un Grupo de Países harán Un aporté Económico para ayudar a La Migración Venezolana hasta Cuándo estás Personas Se Benefician de La,0.25,0,0,1
1991,1.38E+18,4/8/2021,11:21:08,cristal_centro,Transporte Urbano Unidos,@ECUAGUILA @Ecce_H @PoliciaEcuador @VirguezFranklin Se calcula una migración. De 5 millones en Venezuela con una población de 30 millones osea algo como 20%. De Ecuador salieron 3.5 millones de 10 millones de ec. osea más del 35%.     Te queda de lecci,-0.25,1,0,0
1992,1.38E+18,4/8/2021,10:56:37,mirnanio,mirnanio MIRNA,@EAristeguieta La nas descrimibadora es ka Dipurada Zulay Rodriguez detesta al venezolano esta moviendo toda su influencia para cambiar  ley migración sobre todo lo que se refiere a venezuela,-0.75,0,0,0
1993,1.38E+18,4/8/2021,10:38:44,jeanpi52,DIAS DE JUSTICIA,"@ottosonnenh foto no expone ninguna propuesta para votar x su candidato solo INTENTAN desacreditar a Arauz  Pero es cierto ya vivimos los tiempos q  vive Venezuela, Esa época fue sobre todo la década anterior al 2007 cuando Laso obligó a la migración ",0,0,5,5
1994,1.38E+18,4/8/2021,10:33:06,websabiz,websabiz,"El arquitecto Carlos Díaz nos expone su trabajo: LA TECNOLOGÍA ENTRE LA ARQUITECTURA Y EL ARTE en ""El reto de las artes y el diseño: la migración al mundo digital"" (Mérida, Venezuela)",0,0,0,0
1995,1.38E+18,4/8/2021,9:56:34,alfredoleal20,Alfredo Leal,"""Convertir a la migración en un factor de desarrollo sostenible requiere que las autoridades públicas promuevan la integración socioeconómica de la población refugiada y migrante"". Migración desde Venezuela: oportunidades para AL y el Caribe OIT- PNUD 2021",-0.25,0,0,0
1996,1.38E+18,4/8/2021,9:07:30,higadodejuanita,elchoncholídejuanita,@Agencia_Andina Qué tal cambió! Migración al estilo  Venezuela,-0.5,0,0,0
1997,1.38E+18,4/8/2021,9:02:25,af28fb4cef624ba,Yulika Correa,"@JuanFEspinosaP  Lic buen día doy venezolana mi esposo olvidó por falta de tiempo renovar su Pep, hemos ido en varias ocasiones a migración Colombia acá en Cartagena de indias y lamentablemente no nos am prestado la ayuda para poder renovarlo está en",-0.5,0,0,0
1998,1.38E+18,4/8/2021,8:04:19,edgaral66310797,Edgar,@COLECTIVOBUCAR1 @marcosperales1 @Bucaramanga @JDCavanzoOrtiz @Santandereanos_ @AlcaldiaBGA @JCardenasRey @AvisperoCom @DC_Bucaramanga @BucaramangaLa @PoliciaBmanga @PoliciaStander @DenunciasBucar1 El.problema de seguridad.lo creó @ingrodolfohdez con su ,0,0,1,1
1999,1.38E+18,4/8/2021,7:55:43,calyalec,calyal,@EAristeguieta al régimen le interesa la migración  que el pueblo abandone el territorio tierra arrasada para disponer libremente de las riquezas del pais utilizar la pademia para acabar la población  el holocausto venezolano,-1,0,0,0
2000,1.38E+18,4/8/2021,7:28:08,cristal_centro,Transporte Urbano Unidos,"@ECUAGUILA @Ecce_H @PoliciaEcuador @VirguezFranklin La migración fue 1999 ahí estábamos como Venezuela, por la delincuencia hoy estamos como Colombia",-0.5,5,0,2
2001,1.38E+18,4/8/2021,5:37:08,argenisaristig,Fran Sequera,@Caritosandovale @gavcnet Una pregunta...? Y que opinas de la migración venezolana....o de los venezolanos en si....????,0,1,0,0
2002,1.38E+18,4/8/2021,2:01:24,kingkeeper99,KingKeeper99,"@AFPespanol Sin la financiación y protección a grupos guerrilleros, narcotráficantes e insurgentes del país vecino ni una actitud amenazante para la región entera, sin la migración de millones huyendo de un régimen Venezuela no tendría sanciónes.",-0.5,0,0,0
2003,1.38E+18,4/8/2021,0:19:03,miriam_zabala,Miriam J Zabala U,"@carlaangola Mira bobolonga, los venezolanos que están en Brasil es gracias a los mal nacidos que tú apoyas como Guaidó, Borges, Vecchio y los mal informantes como tú, que indujeron con su propaganda barata la migración venezolana para luego tildarlo",-0.5,0,1,0
2004,1.38E+18,4/8/2021,0:13:11,chx3000,Ch✗3000™,@roxanamarin_ Así están muchas mujeres en veneZuela por culpa de la migración. La falta de opciones.  Igual pasa con los hombres.,-0.75,0,0,0
2005,1.38E+18,4/7/2021,21:44:01,fabiola40889015,Fabiolaramirez,"@Citytv No culpemos a los gobiernos de turno,todos los Colombianos  somos CULPABLES, recibimos con los brazos abiertos a cualquier venezolano,les arrendamos, les damos trabajo,limosna,alimentos,ropa,y los consideramos,""pobrecitos"",No es migración es INVA",-0.25,2,0,5
2006,1.38E+18,4/7/2021,21:12:04,jorgefierro2001,Connor,"@ruberth_ruiz Si Ecuador terminara como Venezuela por Arauz, hubiera hambre, migración y escasez, los correistas seguirían defendiéndolo.",-0.5,1,0,1
2007,1.38E+18,4/7/2021,20:56:21,danking1024,daniel reynaga,"@djRickEclipse Pues no te faltaba que comer¿O si?, En Venezuela está muy duro vivir, creo que por eso emigran los venezolanos, o por qué crees que es la migración en ese país?",-0.5,1,0,0
2008,1.38E+18,4/7/2021,20:44:16,robertocanavar1,Roberto Canavarro,Qué raras coincidencias:   ✅ conflicto entre Venezuela y Colombia  ✅ tensión entre Uruguay y Argentina.   ✅ incidente en la refinería de Minatitlán.   ✅ la migración y El Salvador.   Ya solo falta que Bolsonaro entre en conflicto con Bolivia.  #piensamalyacertaras,-0.25,0,0,2
2009,1.38E+18,4/7/2021,16:36:42,carlosilvacorre,Carlos Silva🇻🇪,@RCR750 @JulioBorges Desde cuándo @JulioBorges quiere ayudar a los venezolanos sí comentó que las migracion venezolana son una enfermedad contagiosa para América Latina!!! Es un maldito corruptos peste bubónica quién representa una amenazas para los,-1,0,0,0
2010,1.38E+18,4/7/2021,13:28:55,aaron85e,Ajej,@carmenf2589 @jcperera @Barba_Negra_JP Pero creo que es mejor argumentar porque eligiste ese destino en vez de defender otro país y enterrar el tuyo no? Más cuando hay estudios y encuestas dónde más del 60% de los peruanos rechaza la migración venezo,-0.75,0,0,0
2011,1.38E+18,4/7/2021,13:16:08,rexterioresve,Relaciones Exteriores VE,"La migración venezolana, de acuerdo con ACNUR, alcanza hoy 5.400.000  refugiados. Ese número es equivalente a la población total de países como Costa Rica o Panamá y es superior a la población de una nación como Uruguay. #Hermanos",-0.5,1,15,15
2012,1.38E+18,4/7/2021,13:14:59,rexterioresve,Relaciones Exteriores VE,"El régimen de Maduro es la causa de la migración venezolana. La destrucción del aparato productivo, las masivas violaciones a los DDHH, el deterioro del sistema de salud y los servicios públicos han ocasionado que +5 millones de venezolanos hayan abandonado el país. #Hermanos",-1,5,30,43
2013,1.38E+18,4/7/2021,12:52:39,maybel65,Maybel Sofia,Dicen 37722 venezolanos imputados por delitos penales . Se quejan de que la migración venezolana...pero imaginen lo que nosotros también pasamos con los desplazados colombianos por el Conflicto armado,-0.75,0,0,0
2014,1.38E+18,4/7/2021,12:21:28,jali_cotrina,JC,"Camaradas Mendoza y Lescano se cree presidenciables?JAMÁS!El 11 de Abril,vamos a botarlos al tacho a la izquierda parasita de JP y AP!tanta miseria,represión y migración han traídos a países como Cuba y Venezuela ese nefasto modelo nos quieren imponer en el Perú!Porky presidente!",-0.75,4,27,62
2015,1.38E+18,4/7/2021,11:35:03,verdades77777,Verdadesqueduelen🐲,"@JuntosporPeru @NicolasLucar QUE PLANTEA @JuntosporPeru RESPECTO A LA DESMEDIDA, DESCONTROLADA MIGRACION VENEZOLANA, QUE SOLO NOS TRAE MISERIA Y DELINCUENCIA. VAN. SEGUIR DANDO FACILIDADES O NOS VAMOS. HACER RESPETAR Y SE VA A PRIMAR AL PERUANO Y SU FUTUR",-0.5,0,0,0
2016,1.38E+18,4/7/2021,10:00:26,secundinogalea4,SECUNDINO GALEANO GALEANO,"IVA A LA GASOLINA  Esto subirá el valor del Transporte , incrementa el precio de los Productos  Si a los Productos les suben el IVA , vendrá una crisis Social , Pobreza , Hambre , Violencia , Inseguridad  Sumado todo a la Migración Venezolana , COLOMBIA SERÁ una BOMBA DE TIEMPO",-0.5,0,0,0
2017,1.38E+18,4/7/2021,8:17:06,trafficaracas,Traffic CARACAS,"UN MATRIMONIO. Padres y sus 2 hijos, todos venezolanos, vivían en Argentina (legales) e ingresaron a México (Cancún) el pasado #5Abr. Migración los mantiene detenidos y aún no se sabe qué pasará con esa familia. Sus seres queridos están preocupados  #Venezuela #Mexico ✍️@LDanieri",-0.75,2,87,29
2018,1.38E+18,4/7/2021,7:53:56,eddchacon,Eduardo Chacon,"@HenkelGarcia @nelsonbocaranda Sería una Venezuela con una familia unida con todos sus integrantes juntos, trabajándo para sacar a todo el núcleo familiar adelante! Lamentablemente la migración ha separado las familias",-0.5,0,0,1
2019,1.38E+18,4/7/2021,7:41:37,arzobispodecali,Dario Monsalve,"Contextos actuales exigen grandeza ética, cooperación, liderazgo de solidaridad y esperanza.Pueblos  de Colombia y Venezuela no soportan más el juego perverso binacional, sin canales ni espacios para control conjunto sobre fronteras y migración.¿Hasta cuándo tensión Maduro-Duque?",-0.75,5,85,227
